DATE 	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600
20220331	6.53774672	6.53774672	6.555483794	6.746278592	6.889753899	6.976922439	7.084810712	7.220726942	7.269199527	7.440238709	7.708521579	8.044547663	8.407624207	8.802795894	9.240754136	9.727322934
20220330	6.540174402	6.557546387	6.58524416	6.77865326	6.928838281	7.009821637	7.118386223	7.239194565	7.287801684	7.433931284	7.674263544	7.998105514	8.348817354	8.739748058	9.173711774	9.655704183
20220329	6.535319039	6.545714635	6.552305337	6.751971654	6.894462067	6.975169727	7.083203605	7.203545629	7.235662268	7.397195331	7.636925135	7.959122445	8.308053475	8.693299122	9.120589127	9.595091676
20220328	6.535707466	6.556543513	6.594871366	6.785546013	6.923179731	7.016997517	7.119137516	7.247816726	7.271949155	7.451080339	7.684140836	8.022239487	8.389854241	8.772693362	9.195234075	9.664352514
20220325	6.542116546	6.557017399	6.571432087	6.760305449	6.904342238	6.990519825	7.092377848	7.212570793	7.244444195	7.431364419	7.681875475	8.015796648	8.377555277	8.751936368	9.164859548	9.623172381
20220324	6.539688866	6.54845803	6.583718881	6.772945384	6.917251483	7.003590198	7.105638669	7.226056342	7.257989339	7.445210236	7.705096968	8.054898599	8.434284503	8.823941085	9.253592285	9.730747753
20220323	6.535319038	6.553831501	6.578453495	6.767528663	6.911719351	6.997989017	7.099955873	7.220399494	7.236050972	7.431731237	7.681637668	8.029912211	8.408196185	8.796477951	9.224566737	9.69996103
20220322	6.531434747	6.54631127	6.560702422	6.749267396	6.894931944	6.992948986	7.088359304	7.216428473	7.232205259	7.43539627	7.695626492	8.044929628	8.42381806	8.813185668	9.242562506	9.719436073
20220318	6.533862429	6.548744481	6.563140983	6.751776045	6.897494734	6.995548209	7.090952528	7.226745704	7.266910771	7.47156319	7.733057432	8.093623606	8.485439927	8.87140939	9.29542781	9.766276283
20220317	6.533085572	6.555231511	6.590108469	6.779712315	6.934190677	7.039231817	7.134979921	7.311189409	7.360658297	7.551170271	7.815210332	8.169973758	8.554973003	8.943979569	9.372344341	9.848068552
