DATE	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600	5400	7200	9000	10800
20220331	0.080036188	0.078981258	0.077759809	0.07915771	0.079289863	0.079046407	0.078496271	0.076139619	0.076425628	0.076314543	0.076145932	0.075656984	0.075280303	0.075259236	0.075338664	0.075378815	0.075764933	0.076146665	0.076381686	0.076504055
20220330	0.078174882	0.078981258	0.077759809	0.078976155	0.079470889	0.079046407	0.078675078	0.075950344	0.076071748	0.077067146	0.076144937	0.074652044	0.074400293	0.074915035	0.075636078	0.076317803	0.075139052	0.076602944	0.074002577	0.07697891
20220329	0.078174882	0.078981258	0.078117326	0.07915771	0.078927808	0.078865107	0.078675078	0.075946682	0.076633438	0.078027503	0.076963907	0.075018622	0.074286144	0.075433376	0.076709764	0.076985047	0.07456885	0.07500474	0.071446364	0.072912255
20220328	0.07909809	0.078981258	0.078117326	0.07915771	0.078927808	0.078865107	0.078675078	0.075268012	0.075346898	0.075792324	0.074757699	0.073559393	0.072578002	0.073720565	0.074940391	0.074543048	0.072691977	0.071342276	0.070349442	0.068876018
20220325	0.078174882	0.078981258	0.078117326	0.079702374	0.079832944	0.080109056	0.07957301	0.076390331	0.077282514	0.078300471	0.077566329	0.076085033	0.074987918	0.076009674	0.077108029	0.076706602	0.074598615	0.072542127	0.068521429	0.07051829
20220324	0.078174882	0.078911645	0.078117326	0.079883927	0.080013971	0.080434958	0.079936508	0.076794551	0.077606921	0.078177186	0.078112354	0.076246989	0.076096669	0.076793776	0.077370553	0.077203932	0.074654064	0.073681814	0.071205148	0.066860843
20220323	0.078174882	0.078617118	0.078117326	0.079883927	0.080376026	0.080459162	0.079926494	0.076220341	0.077091254	0.077253842	0.077385197	0.075622784	0.076618239	0.07727652	0.077689042	0.077647558	0.076464781	0.075495801	0.074159734	0.069162071
20220322	0.078174882	0.078258322	0.076866019	0.079520819	0.080194998	0.080450967	0.079569077	0.076225307	0.077083635	0.077721816	0.077601638	0.076026061	0.077621795	0.078508086	0.079016372	0.079004622	0.078776383	0.078356107	0.077106497	0.074060818
20220318	0.078174882	0.077246223	0.076866019	0.079520819	0.080357398	0.080422467	0.079568935	0.076176343	0.077338854	0.0784211	0.078903231	0.077172111	0.07941625	0.079838736	0.079697202	0.079964625	0.079203257	0.079775598	0.075859579	0.080488442
20220317	0.078174882	0.077144485	0.076866019	0.079702374	0.080526966	0.080440143	0.079569096	0.076728791	0.077625815	0.079047981	0.0788504	0.077555561	0.080082714	0.080572227	0.080436669	0.080866316	0.078954822	0.079022159	0.076449662	0.078844394
20220316	0.078174882	0.077144485	0.076866019	0.079520819	0.080557052	0.080464745	0.079211893	0.077263836	0.078359794	0.079787137	0.080168281	0.078202497	0.080445729	0.081322145	0.08150499	0.081935473	0.080125866	0.080173043	0.081020419	0.078174048
20220315	0.076499706	0.077144485	0.076866019	0.079339264	0.081100134	0.080678098	0.080999622	0.079414734	0.081535126	0.083115968	0.083188339	0.080747267	0.082942381	0.084180607	0.084826477	0.085533065	0.082584755	0.081926608	0.08244388	0.076058947
20220314	0.076499706	0.077144485	0.077581051	0.078431492	0.080557052	0.080442482	0.08100023	0.081597487	0.083103953	0.084245879	0.083532486	0.08124345	0.081350647	0.082401698	0.083499399	0.08422643	0.082772196	0.077909449	0.076580162	0.073931275
20220311	0.077330593	0.077144485	0.077581051	0.078431492	0.080557052	0.080403576	0.080825643	0.080691864	0.081630703	0.082389097	0.081563053	0.079758261	0.079903797	0.080691125	0.081411114	0.081492584	0.080004922	0.073866439	0.07158767	0.073318402
20220310	0.076499706	0.077144485	0.077581051	0.078431492	0.080557052	0.080390921	0.080999819	0.08036731	0.080766891	0.081181763	0.080099215	0.077982313	0.078948138	0.07958294	0.079756442	0.079529387	0.07925442	0.073052513	0.068028386	0.07387614
20220309	0.076499706	0.077081831	0.077581051	0.078613046	0.080557052	0.080449154	0.080821083	0.079596337	0.080892297	0.081109838	0.080920388	0.07896774	0.080723061	0.08066625	0.079880599	0.079715138	0.080683188	0.075254896	0.071917792	0.073343367
20220308	0.076313576	0.076906017	0.077581051	0.07915771	0.080557052	0.080441412	0.080999837	0.078940598	0.080646176	0.080940807	0.080004616	0.078726253	0.081549442	0.081428675	0.080252578	0.079874176	0.080201769	0.075414479	0.070758233	0.072392168
20220307	0.076313576	0.075864639	0.076329743	0.078068384	0.080194998	0.081040697	0.08135729	0.080144017	0.082694997	0.083080186	0.082479207	0.081056817	0.084538343	0.084274729	0.082776887	0.082725068	0.082722601	0.077967722	0.072463939	0.077058797
20220304	0.076313576	0.07535859	0.076329743	0.078068384	0.080194998	0.081040697	0.08154055	0.081988675	0.083491071	0.083988215	0.083292898	0.08175569	0.084711237	0.084752638	0.083543594	0.083046033	0.082249099	0.077912873	0.073089407	0.084460008
20220303	0.076313576	0.075307712	0.076329743	0.078068384	0.079832944	0.08060255	0.081381769	0.083385873	0.083784816	0.08470193	0.083531213	0.081294198	0.084118107	0.084393372	0.083341406	0.083070008	0.081434791	0.078855567	0.078681196	0.082131745
20220302	0.076313576	0.075307712	0.076329743	0.077160612	0.079108836	0.079771603	0.080999568	0.081115401	0.08085741	0.08225798	0.081036088	0.079703179	0.081134731	0.080745562	0.079608103	0.079185036	0.078122177	0.077527261	0.079388581	0.086118464
20220301	0.076313576	0.075307712	0.076329743	0.077160612	0.079108836	0.079771603	0.079569774	0.079809879	0.079922128	0.080760274	0.080255041	0.079459265	0.080908219	0.080594501	0.07959061	0.079148869	0.07804567	0.077594268	0.081973539	0.09677853
20220228	0.077244229	0.076311783	0.075972227	0.077705275	0.079289863	0.079227706	0.079057546	0.079734866	0.079512755	0.081962662	0.081491361	0.080464422	0.081271786	0.080798606	0.079885288	0.079812233	0.077592332	0.077038698	0.077256598	0.086783889
