DATE 	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600
20220331	6.7325	6.741560857	6.776711405	6.876720343	7.018236478	7.101177286	7.167819252	7.333878975	7.46744219	7.71998144	8.03619254	8.430534737	8.856090733	9.317192798	9.812605887	10.3449004
20220330	6.735	6.76197778	6.807476092	6.909720987	7.05804972	7.134662398	7.201788147	7.352635994	7.486551659	7.713436866	8.00047828	8.381864238	8.794147095	9.250460724	9.741414694	10.26873467
20220329	6.73	6.749777173	6.773425684	6.882523482	7.023032445	7.099393361	7.166193315	7.316428424	7.432990316	7.67531969	7.961552703	8.341010711	8.751208855	9.201297509	9.685004622	10.20427393
20220328	6.7304	6.760943642	6.817428188	6.916747014	7.052285645	7.141966077	7.202548243	7.361393268	7.470266806	7.731230701	8.010775431	8.407156187	8.837372911	9.285331208	9.764268869	10.27793206
20220325	6.737	6.761432301	6.793197905	6.891018415	7.033096865	7.115016833	7.175475047	7.325595015	7.442011743	7.710773491	8.008413776	8.400404213	8.824417913	9.263361265	9.732014661	10.23413745
20220324	6.7345	6.752606093	6.80589934	6.903902748	7.046246846	7.128319983	7.188891236	7.339291889	7.455926283	7.725139892	8.032622359	8.441382318	8.884173105	9.339573614	9.826238507	10.34854267
20220323	6.73	6.758147082	6.800456264	6.898381292	7.040611549	7.122619047	7.183141859	7.333546396	7.433389622	7.711154099	8.008165861	8.415197055	8.856693226	9.310505658	9.795416744	10.31580133
20220322	6.726	6.750392409	6.782106147	6.879766937	7.023511083	7.117489256	7.17140942	7.329513148	7.42943903	7.714956933	8.022749314	8.430935029	8.87314838	9.328189713	9.814526167	10.33651283
20220318	6.7285	6.752901475	6.784627001	6.882324091	7.026121666	7.12013477	7.174033027	7.339992053	7.465091016	7.75248368	8.061771357	8.481965398	8.938057187	9.389815761	9.870662968	10.38632687
20220317	6.7277	6.759590737	6.812504558	6.910800519	7.06350193	7.164596356	7.218576263	7.42575903	7.561395188	7.835083877	8.14741638	8.561978922	9.011299189	9.466626636	9.952339358	10.47331205
20220316	6.7255	6.73455381	6.769739918	6.870027108	7.021308606	7.120628437	7.167908797	7.373446976	7.516405288	7.788652699	8.089791437	8.485808743	8.91440524	9.371303913	9.861203626	10.38716107
20220315	6.721	6.740839346	6.764324534	6.867243194	7.002481579	7.097230818	7.15093529	7.316097378	7.465854681	7.718702869	8.016106409	8.418579328	8.854787498	9.300687428	9.776551743	10.28677761
20220314	6.7225	6.739457534	6.750155245	6.847158898	6.980584237	7.057666531	7.092849864	7.231954328	7.36307983	7.629209762	7.90475506	8.330675073	8.795511143	9.224279138	9.676607537	10.16044598
20220311	6.721	6.741656219	6.762826908	6.860012659	6.99368847	7.072220256	7.113320493	7.245487863	7.376790454	7.643240526	7.956378442	8.376670991	8.832509388	9.278261346	9.752028652	10.25993947
20220310	6.7225	6.746856978	6.778453318	6.868939376	7.00784676	7.066903503	7.114751271	7.231012311	7.370110564	7.636517374	7.930688196	8.358836186	8.824997149	9.270931642	9.743894791	10.25089421
20220309	6.7265	6.744584585	6.797814524	6.895701512	7.035141294	7.092286597	7.127194138	7.267136476	7.415207961	7.71864026	7.998505334	8.454358032	8.953788305	9.421137001	9.916566925	10.44864377
20220308	6.7265	6.749865665	6.784562965	6.891637094	7.03230382	7.10518273	7.152942611	7.28574998	7.458980389	7.782155572	8.10262123	8.580851183	9.103913884	9.606096371	10.14139461	10.71834702
20220307	6.7237	6.750689275	6.796016337	6.89342188	7.02052404	7.099341183	7.140317603	7.320394711	7.511440156	7.83700001	8.15980311	8.641079396	9.167626972	9.682170111	10.23212127	10.82559555
20220304	6.7175	6.745608175	6.787824355	6.874596692	7.00989926	7.093388345	7.128683181	7.331539084	7.514624045	7.848829022	8.191224157	8.685267665	9.225529874	9.748694705	10.30772839	10.91142474
20220303	6.2912	6.317543285	6.357151679	6.443654021	6.59108757	6.670575334	6.708914815	6.908050732	7.111906299	7.420308147	7.76149578	8.239713451	8.762600136	9.261391474	9.793841817	10.36908916
20220302	6.2825	6.299415812	6.349298109	6.441043843	6.588409417	6.670060586	6.720362316	6.920064142	7.124122892	7.441415205	7.775048763	8.253557307	8.777351038	9.285036186	9.828287029	10.41582231
20220301	6.275	6.300217586	6.342779471	6.436904809	6.576807531	6.659515383	6.715851973	6.885780789	7.057689464	7.346846979	7.666700625	8.129350769	8.635265641	9.125087247	9.648490385	10.21371166
20220228	6.2625	6.287596089	6.330053723	6.426708139	6.565489188	6.639673818	6.683921589	6.875118992	7.062387722	7.368549881	7.681103062	8.14862767	8.660906844	9.137722421	9.644556783	10.19092479
20220225	6.26	6.285073632	6.327579712	6.424589786	6.550439722	6.631531395	6.675779615	6.836691261	7.046459017	7.302966641	7.610898361	8.070007349	8.572498392	9.035609749	9.52683624	10.05566824
