DATE 	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600
20220331	6.605831098	6.689449213	6.775183702	6.828314652	6.896105531	6.905512569	6.898793017	6.784002069	6.652051011	6.607669024	6.597928349	6.620858109	6.645706903	6.672339274	6.698625465	6.724239366
20220330	6.651777743	6.73597746	6.822308273	6.875808774	6.94407117	6.946174699	6.931947373	6.79592683	6.673120327	6.592125761	6.586188451	6.598651392	6.624055121	6.659911031	6.704140896	6.737387793
20220329	6.633529967	6.7174987	6.803592682	6.856946416	6.925021547	6.934018758	6.926814428	6.763070756	6.617080927	6.532031039	6.53093454	6.530723635	6.537380149	6.558274048	6.599170938	6.638533403
20220328	6.61535219	6.699090826	6.784948886	6.838156413	6.906045002	6.944521821	6.96721483	6.804031609	6.620207841	6.589337381	6.557648268	6.519281443	6.537343219	6.567671118	6.60173499	6.628007606
20220325	6.597443121	6.68095506	6.766580685	6.819644169	6.887348969	6.932852172	6.9627041	6.771288988	6.563234313	6.56019676	6.559198388	6.554875871	6.55198995	6.562623896	6.591168281	6.607032385
20220324	6.609778548	6.693446631	6.779232353	6.832395051	6.900226441	6.945814722	6.975722466	6.719772255	6.562808449	6.508976072	6.523621332	6.481612564	6.457318808	6.46514258	6.513620913	6.532930005
20220323	6.60449232	6.688093489	6.773810604	6.826930785	6.894707926	6.940259747	6.970143572	6.753579969	6.541268503	6.509739983	6.558509665	6.505658417	6.478225567	6.485185784	6.52946122	6.540067603
20220322	6.601308033	6.684868893	6.77054468	6.82363925	6.891383713	6.929488003	6.95183904	6.711782123	6.497524246	6.477811769	6.553810484	6.502749442	6.474819939	6.480882393	6.513776096	6.498659426
20220318	6.574476711	6.657697935	6.743025488	6.795904254	6.863373365	6.909024946	6.939084403	6.658809789	6.464685106	6.480012123	6.548286654	6.480660659	6.457762815	6.459319429	6.466742851	6.462728901
